BBRefName,BBRefLink,BBRefID,BBRefBirthDate,NBAName,NBALink,NBAID,NBABirthDate,ESPNName,ESPNLink,ESPNID,ESPNBirthDate,SpotracName,SpotracLink,SpotracID
George Lynch,https://www.basketball-reference.com/players/l/lynchge01.html,lynchge01,9/3/1970,George Lynch,https://stats.nba.com/player/248/,248,9/3/1970,NA,NA,NA,NA,NA,NA,NA
George McCloud,https://www.basketball-reference.com/players/m/mccloge01.html,mccloge01,5/27/1967,George McCloud,https://stats.nba.com/player/45/,45,5/27/1967,NA,NA,NA,NA,NA,NA,NA
George McGinnis,https://www.basketball-reference.com/players/m/mcginge01.html,mcginge01,8/12/1950,George McGinnis,https://stats.nba.com/player/77532/,77532,8/12/1950,NA,NA,NA,NA,NA,NA,NA
George McLeod,https://www.basketball-reference.com/players/m/mcleoge01.html,mcleoge01,1/3/1931,George McLeod,https://stats.nba.com/player/77549/,77549,1/3/1931,NA,NA,NA,NA,NA,NA,NA
George Mikan,https://www.basketball-reference.com/players/m/mikange01.html,mikange01,6/18/1924,George Mikan,https://stats.nba.com/player/600012/,600012,6/18/1924,NA,NA,NA,NA,NA,NA,NA
George Nostrand,https://www.basketball-reference.com/players/n/nostrge01.html,nostrge01,1/25/1924,George Nostrand,https://stats.nba.com/player/77734/,77734,1/25/1924,NA,NA,NA,NA,NA,NA,NA
George Patterson,https://www.basketball-reference.com/players/p/pattege01.html,pattege01,11/26/1939,George Patterson,https://stats.nba.com/player/77811/,77811,11/26/1939,NA,NA,NA,NA,NA,NA,NA
George Ratkovicz,https://www.basketball-reference.com/players/r/ratkoge01.html,ratkoge01,11/13/1922,George Ratkovicz,https://stats.nba.com/player/77913/,77913,11/13/1922,NA,NA,NA,NA,NA,NA,NA
George Reynolds,https://www.basketball-reference.com/players/r/reynoge01.html,reynoge01,11/23/1947,George Reynolds,https://stats.nba.com/player/77945/,77945,11/23/1947,NA,NA,NA,NA,NA,NA,NA
George Senesky,https://www.basketball-reference.com/players/s/senesge01.html,senesge01,4/4/1922,George Senesky,https://stats.nba.com/player/78115/,78115,4/4/1922,NA,NA,NA,NA,NA,NA,NA
George Thompson,https://www.basketball-reference.com/players/t/thompge01.html,thompge01,11/29/1947,George Thompson,https://stats.nba.com/player/78327/,78327,11/29/1947,NA,NA,NA,NA,NA,NA,NA
George Trapp,https://www.basketball-reference.com/players/t/trappge01.html,trappge01,7/11/1948,George Trapp,https://stats.nba.com/player/78366/,78366,7/11/1948,NA,NA,NA,NA,NA,NA,NA
George Wilson,https://www.basketball-reference.com/players/w/wilsoge01.html,wilsoge01,5/9/1942,George Wilson,https://stats.nba.com/player/78579/,78579,5/9/1942,NA,NA,NA,NA,NA,NA,NA
George Yardley,https://www.basketball-reference.com/players/y/yardlge01.html,yardlge01,11/3/1928,George Yardley,https://stats.nba.com/player/78628/,78628,11/3/1928,NA,NA,NA,NA,NA,NA,NA
Georgi Glouchkov,https://www.basketball-reference.com/players/g/gloucge01.html,gloucge01,1/10/1960,Georgi Glouchkov,https://stats.nba.com/player/76824/,76824,1/10/1960,NA,NA,NA,NA,NA,NA,NA
Gerald Brown,https://www.basketball-reference.com/players/b/brownge02.html,brownge02,7/28/1975,Gerald Brown,https://stats.nba.com/player/1871/,1871,7/28/1975,NA,NA,NA,NA,NA,NA,NA
Gerald Fitch,https://www.basketball-reference.com/players/f/fitchge01.html,fitchge01,8/12/1982,Gerald Fitch,https://stats.nba.com/player/2809/,2809,8/12/1982,NA,NA,NA,NA,NA,NA,NA
Gerald Glass,https://www.basketball-reference.com/players/g/glassge01.html,glassge01,11/12/1967,Gerald Glass,https://stats.nba.com/player/76821/,76821,11/12/1967,NA,NA,NA,NA,NA,NA,NA
Gerald Henderson,https://www.basketball-reference.com/players/h/hendege01.html,hendege01,1/16/1956,Gerald Henderson,https://stats.nba.com/player/76993/,76993,1/16/1956,NA,NA,NA,NA,NA,NA,NA
Gerald Madkins,https://www.basketball-reference.com/players/m/madkige01.html,madkige01,4/18/1969,Gerald Madkins,https://stats.nba.com/player/1666/,1666,4/18/1969,NA,NA,NA,NA,NA,NA,NA
Gerald Paddio,https://www.basketball-reference.com/players/p/paddige01.html,paddige01,4/21/1965,Gerald Paddio,https://stats.nba.com/player/77789/,77789,4/21/1965,NA,NA,NA,NA,NA,NA,NA
Gerald Wilkins,https://www.basketball-reference.com/players/w/wilkige01.html,wilkige01,9/11/1963,Gerald Wilkins,https://stats.nba.com/player/786/,786,9/11/1963,NA,NA,NA,NA,NA,NA,NA
Gerard King,https://www.basketball-reference.com/players/k/kingge02.html,kingge02,11/25/1972,Gerard King,https://stats.nba.com/player/1562/,1562,11/25/1972,NA,NA,NA,NA,NA,NA,NA
Gerry Calabrese,https://www.basketball-reference.com/players/c/calabge01.html,calabge01,2/4/1925,Gerry Calabrese,https://stats.nba.com/player/76326/,76326,2/4/1925,NA,NA,NA,NA,NA,NA,NA
Gerry Ward,https://www.basketball-reference.com/players/w/wardge01.html,wardge01,9/6/1941,Gerry Ward,https://stats.nba.com/player/78455/,78455,9/6/1941,NA,NA,NA,NA,NA,NA,NA
Gil McGregor,https://www.basketball-reference.com/players/m/mcgregi01.html,mcgregi01,6/14/1949,Gil McGregor,https://stats.nba.com/player/77534/,77534,6/14/1949,NA,NA,NA,NA,NA,NA,NA
Glen Gondrezick,https://www.basketball-reference.com/players/g/gondrgl01.html,gondrgl01,8/30/1955,Glen Gondrezick,https://stats.nba.com/player/76830/,76830,8/30/1955,NA,NA,NA,NA,NA,NA,NA
Glen Rice,https://www.basketball-reference.com/players/r/ricegl01.html,ricegl01,5/28/1967,Glen Rice,https://stats.nba.com/player/779/,779,5/28/1967,NA,NA,NA,NA,NA,NA,NA
Glen Selbo,https://www.basketball-reference.com/players/s/selbogl01.html,selbogl01,3/29/1926,Glen Selbo,https://stats.nba.com/player/78109/,78109,3/29/1926,NA,NA,NA,NA,NA,NA,NA
Glenn Hagan,https://www.basketball-reference.com/players/h/hagangl01.html,hagangl01,6/25/1955,Glenn Hagan,https://stats.nba.com/player/76913/,76913,6/25/1955,NA,NA,NA,NA,NA,NA,NA
Glenn Hansen,https://www.basketball-reference.com/players/h/hansegl01.html,hansegl01,4/21/1952,Glenn Hansen,https://stats.nba.com/player/76940/,76940,4/21/1952,NA,NA,NA,NA,NA,NA,NA
Glenn McDonald,https://www.basketball-reference.com/players/m/mcdongl01.html,mcdongl01,3/18/1952,Glenn McDonald,https://stats.nba.com/player/77525/,77525,3/18/1952,NA,NA,NA,NA,NA,NA,NA
Glenn Mosley,https://www.basketball-reference.com/players/m/moslegl01.html,moslegl01,12/26/1955,Glenn Mosley,https://stats.nba.com/player/77653/,77653,12/26/1955,NA,NA,NA,NA,NA,NA,NA
Glenn Robinson,https://www.basketball-reference.com/players/r/robingl01.html,robingl01,1/10/1973,Glenn Robinson,https://stats.nba.com/player/299/,299,1/10/1973,NA,NA,NA,NA,NA,NA,NA
God Shammgod,https://www.basketball-reference.com/players/s/shammgo01.html,shammgo01,4/29/1976,God Shammgod,https://stats.nba.com/player/1539/,1539,4/29/1976,NA,NA,NA,NA,NA,NA,NA
Gordan Giricek,https://www.basketball-reference.com/players/g/giricgo01.html,giricgo01,6/20/1977,Gordan Giricek,https://stats.nba.com/player/1921/,1921,6/20/1977,NA,NA,NA,NA,NA,NA,NA
Grady O'Malley,https://www.basketball-reference.com/players/o/omallgr01.html,omallgr01,4/25/1948,Grady O'Malley,https://stats.nba.com/player/77766/,77766,4/25/1948,NA,NA,NA,NA,NA,NA,NA
Grant Gondrezick,https://www.basketball-reference.com/players/g/gondrgr01.html,gondrgr01,1/19/1963,Grant Gondrezick,https://stats.nba.com/player/76831/,76831,1/19/1963,NA,NA,NA,NA,NA,NA,NA
Grant Long,https://www.basketball-reference.com/players/l/longgr01.html,longgr01,3/12/1966,Grant Long,https://stats.nba.com/player/3/,3,3/12/1966,NA,NA,NA,NA,NA,NA,NA
Granville Waiters,https://www.basketball-reference.com/players/w/waitegr01.html,waitegr01,1/8/1961,Granville Waiters,https://stats.nba.com/player/78430/,78430,1/8/1961,NA,NA,NA,NA,NA,NA,NA
Greg Anderson,https://www.basketball-reference.com/players/a/andergr01.html,andergr01,6/22/1964,Greg Anderson,https://stats.nba.com/player/246/,246,6/22/1964,NA,NA,NA,NA,NA,NA,NA
Greg Anthony,https://www.basketball-reference.com/players/a/anthogr01.html,anthogr01,11/15/1967,Greg Anthony,https://stats.nba.com/player/21/,21,11/15/1967,NA,NA,NA,NA,NA,NA,NA
Greg Ballard,https://www.basketball-reference.com/players/b/ballagr01.html,ballagr01,1/29/1955,Greg Ballard,https://stats.nba.com/player/76091/,76091,1/29/1955,NA,NA,NA,NA,NA,NA,NA
Greg Buckner,https://www.basketball-reference.com/players/b/buckngr01.html,buckngr01,9/16/1976,Greg Buckner,https://stats.nba.com/player/1761/,1761,9/16/1976,NA,NA,NA,NA,NA,NA,NA
Greg Bunch,https://www.basketball-reference.com/players/b/bunchgr01.html,bunchgr01,5/15/1956,Greg Bunch,https://stats.nba.com/player/76300/,76300,5/15/1956,NA,NA,NA,NA,NA,NA,NA
Greg Butler,https://www.basketball-reference.com/players/b/butlegr01.html,butlegr01,3/11/1966,Greg Butler,https://stats.nba.com/player/76320/,76320,3/11/1966,NA,NA,NA,NA,NA,NA,NA
Greg Deane,https://www.basketball-reference.com/players/d/deanegr01.html,deanegr01,12/6/1957,Greg Deane,https://stats.nba.com/player/76544/,76544,12/6/1957,NA,NA,NA,NA,NA,NA,NA
Greg Fillmore,https://www.basketball-reference.com/players/f/fillmgr01.html,fillmgr01,3/7/1947,Greg Fillmore,https://stats.nba.com/player/76715/,76715,3/7/1947,NA,NA,NA,NA,NA,NA,NA
Greg Foster,https://www.basketball-reference.com/players/f/fostegr01.html,fostegr01,10/3/1968,Greg Foster,https://stats.nba.com/player/323/,323,10/3/1968,NA,NA,NA,NA,NA,NA,NA
Greg Graham,https://www.basketball-reference.com/players/g/grahagr01.html,grahagr01,11/26/1970,Greg Graham,https://stats.nba.com/player/37/,37,11/26/1970,NA,NA,NA,NA,NA,NA,NA
Greg Grant,https://www.basketball-reference.com/players/g/grantgr01.html,grantgr01,8/29/1966,Greg Grant,https://stats.nba.com/player/285/,285,8/29/1966,NA,NA,NA,NA,NA,NA,NA
Greg Griffin,https://www.basketball-reference.com/players/g/griffgr01.html,griffgr01,9/6/1952,Greg Griffin,https://stats.nba.com/player/76888/,76888,9/6/1952,NA,NA,NA,NA,NA,NA,NA
Greg Howard,https://www.basketball-reference.com/players/h/howargr01.html,howargr01,1/8/1948,Greg Howard,https://stats.nba.com/player/77066/,77066,1/8/1948,NA,NA,NA,NA,NA,NA,NA
Greg Hyder,https://www.basketball-reference.com/players/h/hydergr01.html,hydergr01,6/21/1948,Greg Hyder,https://stats.nba.com/player/77091/,77091,6/21/1948,NA,NA,NA,NA,NA,NA,NA
Greg Jackson,https://www.basketball-reference.com/players/j/jacksgr01.html,jacksgr01,8/2/1952,Greg Jackson,https://stats.nba.com/player/77101/,77101,8/2/1952,NA,NA,NA,NA,NA,NA,NA
Greg Kelser,https://www.basketball-reference.com/players/k/kelsegr01.html,kelsegr01,9/17/1957,Greg Kelser,https://stats.nba.com/player/77239/,77239,9/17/1957,NA,NA,NA,NA,NA,NA,NA
Greg Kite,https://www.basketball-reference.com/players/k/kitegr01.html,kitegr01,8/5/1961,Greg Kite,https://stats.nba.com/player/1123/,1123,8/5/1961,NA,NA,NA,NA,NA,NA,NA
Greg Lee,https://www.basketball-reference.com/players/l/leegr01.html,leegr01,12/12/1951,Greg Lee,https://stats.nba.com/player/77360/,77360,12/12/1951,NA,NA,NA,NA,NA,NA,NA
Greg Ostertag,https://www.basketball-reference.com/players/o/ostergr01.html,ostergr01,3/6/1973,Greg Ostertag,https://stats.nba.com/player/731/,731,3/6/1973,NA,NA,NA,NA,NA,NA,NA
Greg Smith,https://www.basketball-reference.com/players/s/smithgr01.html,smithgr01,1/28/1947,Greg Smith,https://stats.nba.com/player/78190/,78190,1/28/1947,NA,NA,NA,NA,NA,NA,NA
Greg Stokes,https://www.basketball-reference.com/players/s/stokegr01.html,stokegr01,8/5/1963,Greg Stokes,https://stats.nba.com/player/78264/,78264,8/5/1963,NA,NA,NA,NA,NA,NA,NA
Greg Sutton,https://www.basketball-reference.com/players/s/suttogr01.html,suttogr01,12/3/1967,Greg Sutton,https://stats.nba.com/player/357/,357,12/3/1967,NA,NA,NA,NA,NA,NA,NA
Gundars Vetra,https://www.basketball-reference.com/players/v/vetragu01.html,vetragu01,5/22/1967,Gundars Vetra,https://stats.nba.com/player/78415/,78415,5/22/1967,NA,NA,NA,NA,NA,NA,NA
Gus Bailey,https://www.basketball-reference.com/players/b/bailegu01.html,bailegu01,2/18/1951,Gus Bailey,https://stats.nba.com/player/76083/,76083,2/18/1951,NA,NA,NA,NA,NA,NA,NA
Gus Gerard,https://www.basketball-reference.com/players/g/gerargu01.html,gerargu01,7/27/1953,Gus Gerard,https://stats.nba.com/player/76802/,76802,7/27/1953,NA,NA,NA,NA,NA,NA,NA
Gus Williams,https://www.basketball-reference.com/players/w/willigu01.html,willigu01,10/10/1953,Gus Williams,https://stats.nba.com/player/78549/,78549,10/10/1953,NA,NA,NA,NA,NA,NA,NA
Guy Morgan,https://www.basketball-reference.com/players/m/morgagu01.html,morgagu01,8/23/1960,Guy Morgan,https://stats.nba.com/player/77640/,77640,8/23/1960,NA,NA,NA,NA,NA,NA,NA
Guy Rodgers,https://www.basketball-reference.com/players/r/rodgegu01.html,rodgegu01,9/1/1935,Guy Rodgers,https://stats.nba.com/player/78003/,78003,9/1/1935,NA,NA,NA,NA,NA,NA,NA
Guy Rucker,https://www.basketball-reference.com/players/r/ruckegu01.html,ruckegu01,7/27/1977,Guy Rucker,https://stats.nba.com/player/2462/,2462,7/27/1977,NA,NA,NA,NA,NA,NA,NA
Guy Sparrow,https://www.basketball-reference.com/players/s/sparrgu01.html,sparrgu01,11/2/1932,Guy Sparrow,https://stats.nba.com/player/78223/,78223,11/2/1932,NA,NA,NA,NA,NA,NA,NA
Guy Williams,https://www.basketball-reference.com/players/w/willigu02.html,willigu02,7/1/1960,Guy Williams,https://stats.nba.com/player/78550/,78550,7/1/1960,NA,NA,NA,NA,NA,NA,NA
Hal Greer,https://www.basketball-reference.com/players/g/greerha01.html,greerha01,6/26/1936,Hal Greer,https://stats.nba.com/player/76882/,76882,6/26/1936,NA,NA,NA,NA,NA,NA,NA
Hal Lear,https://www.basketball-reference.com/players/l/learha01.html,learha01,1/31/1935,Hal Lear,https://stats.nba.com/player/77352/,77352,1/31/1935,NA,NA,NA,NA,NA,NA,NA
Hal Uplinger,https://www.basketball-reference.com/players/u/uplinha01.html,uplinha01,9/30/1929,Hal Uplinger,https://stats.nba.com/player/78393/,78393,9/30/1929,NA,NA,NA,NA,NA,NA,NA
Hank DeZonie,https://www.basketball-reference.com/players/d/dezonha01.html,dezonha01,2/12/1922,Hank DeZonie,https://stats.nba.com/player/76562/,76562,2/12/1922,NA,NA,NA,NA,NA,NA,NA
Hank Finkel,https://www.basketball-reference.com/players/f/finkeha01.html,finkeha01,4/20/1942,Hank Finkel,https://stats.nba.com/player/76716/,76716,4/20/1942,NA,NA,NA,NA,NA,NA,NA
Hank McDowell,https://www.basketball-reference.com/players/m/mcdowha01.html,mcdowha01,11/13/1959,Hank McDowell,https://stats.nba.com/player/77527/,77527,11/13/1959,NA,NA,NA,NA,NA,NA,NA
Happy Hairston,https://www.basketball-reference.com/players/h/hairsha01.html,hairsha01,5/31/1942,Happy Hairston,https://stats.nba.com/player/76916/,76916,5/31/1942,NA,NA,NA,NA,NA,NA,NA
Harold Ellis,https://www.basketball-reference.com/players/e/ellisha01.html,ellisha01,10/7/1970,Harold Ellis,https://stats.nba.com/player/1677/,1677,10/7/1970,NA,NA,NA,NA,NA,NA,NA
Harold Fox,https://www.basketball-reference.com/players/f/foxha01.html,foxha01,8/29/1949,Harold Fox,https://stats.nba.com/player/76746/,76746,8/29/1949,NA,NA,NA,NA,NA,NA,NA
Harold Jamison,https://www.basketball-reference.com/players/j/jamisha01.html,jamisha01,11/20/1976,Harold Jamison,https://stats.nba.com/player/1942/,1942,11/20/1976,NA,NA,NA,NA,NA,NA,NA
Harold Keeling,https://www.basketball-reference.com/players/k/keeliha01.html,keeliha01,9/18/1963,Harold Keeling,https://stats.nba.com/player/77233/,77233,9/18/1963,NA,NA,NA,NA,NA,NA,NA
Harold Miner,https://www.basketball-reference.com/players/m/minerha01.html,minerha01,5/5/1971,Harold Miner,https://stats.nba.com/player/114/,114,5/5/1971,NA,NA,NA,NA,NA,NA,NA
Harold Pressley,https://www.basketball-reference.com/players/p/pressha01.html,pressha01,7/14/1963,Harold Pressley,https://stats.nba.com/player/77881/,77881,7/14/1963,NA,NA,NA,NA,NA,NA,NA
Harry Barnes,https://www.basketball-reference.com/players/b/barneha01.html,barneha01,7/25/1945,Harry Barnes,https://stats.nba.com/player/76103/,76103,7/25/1945,NA,NA,NA,NA,NA,NA,NA
Harry Boykoff,https://www.basketball-reference.com/players/b/boykoha01.html,boykoha01,7/24/1922,Harry Boykoff,https://stats.nba.com/player/76224/,76224,7/24/1922,NA,NA,NA,NA,NA,NA,NA
Harry Davis,https://www.basketball-reference.com/players/d/davisha01.html,davisha01,1/27/1956,Harry Davis,https://stats.nba.com/player/76523/,76523,1/27/1956,NA,NA,NA,NA,NA,NA,NA
Harry Donovan,https://www.basketball-reference.com/players/d/donovha01.html,donovha01,9/10/1926,Harry Donovan,https://stats.nba.com/player/76585/,76585,9/10/1926,NA,NA,NA,NA,NA,NA,NA
Harry Gallatin,https://www.basketball-reference.com/players/g/gallaha01.html,gallaha01,4/26/1927,Harry Gallatin,https://stats.nba.com/player/76773/,76773,4/26/1927,NA,NA,NA,NA,NA,NA,NA
Harthorne Wingo,https://www.basketball-reference.com/players/w/wingoha01.html,wingoha01,9/9/1947,Harthorne Wingo,https://stats.nba.com/player/78596/,78596,9/9/1947,NA,NA,NA,NA,NA,NA,NA
Harvey Catchings,https://www.basketball-reference.com/players/c/catchha01.html,catchha01,9/2/1951,Harvey Catchings,https://stats.nba.com/player/76365/,76365,9/2/1951,NA,NA,NA,NA,NA,NA,NA
Harvey Grant,https://www.basketball-reference.com/players/g/grantha01.html,grantha01,7/4/1965,Harvey Grant,https://stats.nba.com/player/265/,265,7/4/1965,NA,NA,NA,NA,NA,NA,NA
Harvey Marlatt,https://www.basketball-reference.com/players/m/marlaha01.html,marlaha01,8/26/1948,Harvey Marlatt,https://stats.nba.com/player/77464/,77464,8/26/1948,NA,NA,NA,NA,NA,NA,NA
Hassan Adams,https://www.basketball-reference.com/players/a/adamsha01.html,adamsha01,6/20/1984,Hassan Adams,https://stats.nba.com/player/200801/,200801,6/20/1984,NA,NA,NA,NA,NA,NA,NA
Haywoode Workman,https://www.basketball-reference.com/players/w/workmha01.html,workmha01,1/23/1966,Haywoode Workman,https://stats.nba.com/player/906/,906,1/23/1966,NA,NA,NA,NA,NA,NA,NA
Henry Akin,https://www.basketball-reference.com/players/a/akinhe01.html,akinhe01,7/31/1944,Henry Akin,https://stats.nba.com/player/76018/,76018,7/31/1944,NA,NA,NA,NA,NA,NA,NA
Henry Bibby,https://www.basketball-reference.com/players/b/bibbyhe01.html,bibbyhe01,11/24/1949,Henry Bibby,https://stats.nba.com/player/76162/,76162,11/24/1949,NA,NA,NA,NA,NA,NA,NA
Henry Dickerson,https://www.basketball-reference.com/players/d/dickehe01.html,dickehe01,11/27/1951,Henry Dickerson,https://stats.nba.com/player/76563/,76563,11/27/1951,NA,NA,NA,NA,NA,NA,NA
Henry James,https://www.basketball-reference.com/players/j/jameshe01.html,jameshe01,7/29/1965,Henry James,https://stats.nba.com/player/1080/,1080,7/29/1965,NA,NA,NA,NA,NA,NA,NA
Henry Turner,https://www.basketball-reference.com/players/t/turnehe02.html,turnehe02,8/18/1966,Henry Turner,https://stats.nba.com/player/78379/,78379,8/18/1966,NA,NA,NA,NA,NA,NA,NA
Henry Ward,https://www.basketball-reference.com/players/w/wardhe01.html,wardhe01,1/30/1952,Henry Ward,https://stats.nba.com/player/78456/,78456,1/30/1952,NA,NA,NA,NA,NA,NA,NA
Herb White,https://www.basketball-reference.com/players/w/whitehe01.html,whitehe01,6/15/1948,Herb White,https://stats.nba.com/player/78508/,78508,6/15/1948,NA,NA,NA,NA,NA,NA,NA
Herb Williams,https://www.basketball-reference.com/players/w/willihe01.html,willihe01,2/16/1958,Herb Williams,https://stats.nba.com/player/1006/,1006,2/16/1958,NA,NA,NA,NA,NA,NA,NA
Herm Gilliam,https://www.basketball-reference.com/players/g/gillihe01.html,gillihe01,5/5/1946,Herm Gilliam,https://stats.nba.com/player/76815/,76815,5/5/1946,NA,NA,NA,NA,NA,NA,NA
Hersey Hawkins,https://www.basketball-reference.com/players/h/hawkihe01.html,hawkihe01,9/29/1966,Hersey Hawkins,https://stats.nba.com/player/765/,765,9/29/1966,NA,NA,NA,NA,NA,NA,NA
Hollis Copeland,https://www.basketball-reference.com/players/c/copelho01.html,copelho01,12/20/1955,Hollis Copeland,https://stats.nba.com/player/76447/,76447,12/20/1955,NA,NA,NA,NA,NA,NA,NA
Horace Grant,https://www.basketball-reference.com/players/g/grantho01.html,grantho01,7/4/1965,Horace Grant,https://stats.nba.com/player/270/,270,7/4/1965,NA,NA,NA,NA,NA,NA,NA
Horace Jenkins,https://www.basketball-reference.com/players/j/jenkiho01.html,jenkiho01,10/14/1974,Horace Jenkins,https://stats.nba.com/player/2798/,2798,10/14/1974,NA,NA,NA,NA,NA,NA,NA
Hot Rod Williams,https://www.basketball-reference.com/players/w/williho01.html,williho01,8/9/1962,Hot Rod Williams,https://stats.nba.com/player/73/,73,8/9/1962,NA,NA,NA,NA,NA,NA,NA
Howard Carter,https://www.basketball-reference.com/players/c/carteho01.html,carteho01,10/26/1961,Howard Carter,https://stats.nba.com/player/76358/,76358,10/26/1961,NA,NA,NA,NA,NA,NA,NA
Howard Eisley,https://www.basketball-reference.com/players/e/eisleho01.html,eisleho01,12/4/1972,Howard Eisley,https://stats.nba.com/player/458/,458,12/4/1972,NA,NA,NA,NA,NA,NA,NA
Howard Komives,https://www.basketball-reference.com/players/k/komivho01.html,komivho01,5/9/1941,Howard Komives,https://stats.nba.com/player/77297/,77297,5/9/1941,NA,NA,NA,NA,NA,NA,NA
Howard Nathan,https://www.basketball-reference.com/players/n/nathaho01.html,nathaho01,1/21/1972,Howard Nathan,https://stats.nba.com/player/77690/,77690,1/21/1972,NA,NA,NA,NA,NA,NA,NA
Howard Porter,https://www.basketball-reference.com/players/p/porteho01.html,porteho01,8/31/1948,Howard Porter,https://stats.nba.com/player/77875/,77875,8/31/1948,NA,NA,NA,NA,NA,NA,NA
Howard Wood,https://www.basketball-reference.com/players/w/woodho01.html,woodho01,5/20/1959,Howard Wood,https://stats.nba.com/player/78609/,78609,5/20/1959,NA,NA,NA,NA,NA,NA,NA
Howard Wright,https://www.basketball-reference.com/players/w/wrighho02.html,wrighho02,12/20/1967,Howard Wright,https://stats.nba.com/player/78621/,78621,12/20/1967,NA,NA,NA,NA,NA,NA,NA
Howie Carl,https://www.basketball-reference.com/players/c/carlho01.html,carlho01,6/7/1938,Howie Carl,https://stats.nba.com/player/76340/,76340,6/7/1938,NA,NA,NA,NA,NA,NA,NA
Howie Janotta,https://www.basketball-reference.com/players/j/janotho01.html,janotho01,10/19/1924,Howie Janotta,https://stats.nba.com/player/77122/,77122,10/19/1924,NA,NA,NA,NA,NA,NA,NA
Howie Jolliff,https://www.basketball-reference.com/players/j/jolifho01.html,jolifho01,7/20/1938,Howie Jolliff,https://stats.nba.com/player/77172/,77172,7/20/1938,NA,NA,NA,NA,NA,NA,NA
Howie Montgomery,https://www.basketball-reference.com/players/m/montgho01.html,montgho01,8/22/1940,Howie Montgomery,https://stats.nba.com/player/77630/,77630,8/22/1940,NA,NA,NA,NA,NA,NA,NA
Howie Schultz,https://www.basketball-reference.com/players/s/schulho01.html,schulho01,7/3/1922,Howie Schultz,https://stats.nba.com/player/78091/,78091,7/3/1922,NA,NA,NA,NA,NA,NA,NA
Howie Shannon,https://www.basketball-reference.com/players/s/shannho01.html,shannho01,6/10/1923,Howie Shannon,https://stats.nba.com/player/78124/,78124,6/10/1923,NA,NA,NA,NA,NA,NA,NA
Hub Reed,https://www.basketball-reference.com/players/r/reedhu01.html,reedhu01,10/4/1936,Hub Reed,https://stats.nba.com/player/77927/,77927,10/4/1936,NA,NA,NA,NA,NA,NA,NA
Hubert Davis,https://www.basketball-reference.com/players/d/davishu01.html,davishu01,5/17/1970,Hubert Davis,https://stats.nba.com/player/93/,93,5/17/1970,NA,NA,NA,NA,NA,NA,NA
Hubie White,https://www.basketball-reference.com/players/w/whitehu01.html,whitehu01,1/26/1940,Hubie White,https://stats.nba.com/player/78509/,78509,1/26/1940,NA,NA,NA,NA,NA,NA,NA
Ian Lockhart,https://www.basketball-reference.com/players/l/lockhia01.html,lockhia01,6/25/1967,Ian Lockhart,https://stats.nba.com/player/1100/,1100,6/25/1967,NA,NA,NA,NA,NA,NA,NA
Igor Rakocevic,https://www.basketball-reference.com/players/r/rakocig01.html,rakocig01,3/29/1978,Igor Rakocevic,https://stats.nba.com/player/2080/,2080,3/29/1978,NA,NA,NA,NA,NA,NA,NA
Ime Udoka,https://www.basketball-reference.com/players/u/udokaim01.html,udokaim01,8/9/1977,Ime Udoka,https://stats.nba.com/player/2137/,2137,8/9/1977,NA,NA,NA,NA,NA,NA,NA
Ira Bowman,https://www.basketball-reference.com/players/b/bowmair01.html,bowmair01,6/11/1973,Ira Bowman,https://stats.nba.com/player/1085/,1085,6/11/1973,NA,NA,NA,NA,NA,NA,NA
Ira Newble,https://www.basketball-reference.com/players/n/newblir01.html,newblir01,1/20/1975,Ira Newble,https://stats.nba.com/player/1956/,1956,1/20/1975,NA,NA,NA,NA,NA,NA,NA
Ira Terrell,https://www.basketball-reference.com/players/t/terreir01.html,terreir01,6/19/1954,Ira Terrell,https://stats.nba.com/player/78305/,78305,6/19/1954,NA,NA,NA,NA,NA,NA,NA
Irv Bemoras,https://www.basketball-reference.com/players/b/bemorir01.html,bemorir01,11/18/1930,Irv Bemoras,https://stats.nba.com/player/76145/,76145,11/18/1930,NA,NA,NA,NA,NA,NA,NA
Irv Kiffin,https://www.basketball-reference.com/players/k/kiffiir01.html,kiffiir01,8/8/1951,Irv Kiffin,https://stats.nba.com/player/77255/,77255,8/8/1951,NA,NA,NA,NA,NA,NA,NA
Irving Thomas,https://www.basketball-reference.com/players/t/thomair01.html,thomair01,1/2/1966,Irving Thomas,https://stats.nba.com/player/78317/,78317,1/2/1966,NA,NA,NA,NA,NA,NA,NA
Isaiah Morris,https://www.basketball-reference.com/players/m/morriis01.html,morriis01,4/2/1969,Isaiah Morris,https://stats.nba.com/player/77647/,77647,4/2/1969,NA,NA,NA,NA,NA,NA,NA
Isaiah Rider,https://www.basketball-reference.com/players/r/rideris01.html,rideris01,3/12/1971,Isaiah Rider,https://stats.nba.com/player/375/,375,3/12/1971,NA,NA,NA,NA,NA,NA,NA
Isaiah Wilson,https://www.basketball-reference.com/players/w/wilsois01.html,wilsois01,5/31/1948,Isaiah Wilson,https://stats.nba.com/player/78580/,78580,5/31/1948,NA,NA,NA,NA,NA,NA,NA
Isiah Thomas,https://www.basketball-reference.com/players/t/thomais01.html,thomais01,4/30/1961,Isiah Thomas,https://stats.nba.com/player/78318/,78318,4/30/1961,NA,NA,NA,NA,NA,NA,NA
